datapoint_id,ref,study,doi,np_class,np_composition,np_size_nm,base_oil_category,base_oil_specific,concentration_wt_pct,load_N,tribometer,test_conditions,baseline_cof,nano_cof,cof_reduction_pct,wear_metric,baseline_wear,nano_wear,wear_reduction_pct,wear_unit,cof_source,wear_source,quote,confidence,notes,source_type,np_class_note,np_size_nm_num,concentration_wt_pct_num,load_N_num,baseline_cof_num,nano_cof_num,cof_reduction_pct_num,baseline_wear_num,nano_wear_num,wear_reduction_pct_num,conc_basis,cls_metal,cls_metal_oxide,cls_carbon,cls_metal_sulfide,cls_hybrid,oil_mineral,oil_pao,oil_synth_ester,oil_veg_bio,oil_water,oil_mixed,has_cof,has_wear,size_imputed_flag,np_size_nm_imp
D064,[32],Cortes & Ortega 2019 Lubricants,10.3390/lubricants7090076,Metal-Oxide,SiO2,25.0,Vegetable-Bio,coconut oil,1.0,40.0,custom block-on-ring (COF) + crossed-cylinder (wear),"COF: block-on-ring 40N ~106MPa; wear: crossed-cylinder 25N ~1.4GPa EP; 25C, 300rpm, 1800s",0.04,0.0178,55.5,wear-volume,0.3379,0.2253,33.32,mm3,Fig 10 (data labels),Fig 11 (data labels),wear volume loss lowered 37%/33% (SiO2/CuO); COF decreased 93.75%/93.25% (SiO2 1.25%/CuO 0.5%) vs coconut oil,Med,value from Fig 10/11 data labels; SiO2 20-30nm / CuO 30-40nm (Table1); manifest listed TiO2 but paper tested only SiO2+CuO,folder-PDF,,25.0,1.0,40.0,0.04,0.0178,55.5,0.3379,0.2253,33.32,wt%,0,1,0,0,0,0,0,0,1,0,0,1,1,0,25.0
D065,[32],Cortes & Ortega 2019 Lubricants,10.3390/lubricants7090076,Metal-Oxide,SiO2,25.0,Vegetable-Bio,coconut oil,1.25,40.0,custom block-on-ring (COF) + crossed-cylinder (wear),"COF: block-on-ring 40N ~106MPa; wear: crossed-cylinder 25N ~1.4GPa EP; 25C, 300rpm, 1800s",0.04,0.0025,93.75,wear-volume,0.3379,0.2128,37.02,mm3,Fig 10 (data labels),Fig 11 (data labels),wear volume loss lowered 37%/33% (SiO2/CuO); COF decreased 93.75%/93.25% (SiO2 1.25%/CuO 0.5%) vs coconut oil,High,SiO2 1.25wt% reduces COF by 93.75% & wear by 37.03% (text-confirmed); SiO2 20-30nm / CuO 30-40nm (Table1); manifest listed TiO2 but paper tested only SiO2+CuO,folder-PDF,,25.0,1.25,40.0,0.04,0.0025,93.75,0.3379,0.2128,37.02,wt%,0,1,0,0,0,0,0,0,1,0,0,1,1,0,25.0
D066,[32],Cortes & Ortega 2019 Lubricants,10.3390/lubricants7090076,Metal-Oxide,CuO,35.0,Vegetable-Bio,coconut oil,0.25,40.0,custom block-on-ring (COF) + crossed-cylinder (wear),"COF: block-on-ring 40N ~106MPa; wear: crossed-cylinder 25N ~1.4GPa EP; 25C, 300rpm, 1800s",0.04,0.0303,24.25,wear-volume,0.3379,0.3379,0.0,mm3,Fig 10 (data labels),Fig 11 (data labels),wear volume loss lowered 37%/33% (SiO2/CuO); COF decreased 93.75%/93.25% (SiO2 1.25%/CuO 0.5%) vs coconut oil,Med,value from Fig 10/11 data labels; SiO2 20-30nm / CuO 30-40nm (Table1); manifest listed TiO2 but paper tested only SiO2+CuO,folder-PDF,,35.0,0.25,40.0,0.04,0.0303,24.25,0.3379,0.3379,0.0,wt%,0,1,0,0,0,0,0,0,1,0,0,1,1,0,35.0
D067,[32],Cortes & Ortega 2019 Lubricants,10.3390/lubricants7090076,Metal-Oxide,CuO,35.0,Vegetable-Bio,coconut oil,0.5,40.0,custom block-on-ring (COF) + crossed-cylinder (wear),"COF: block-on-ring 40N ~106MPa; wear: crossed-cylinder 25N ~1.4GPa EP; 25C, 300rpm, 1800s",0.04,0.0027,93.25,wear-volume,0.3379,0.2503,25.92,mm3,Fig 10 (data labels),Fig 11 (data labels),wear volume loss lowered 37%/33% (SiO2/CuO); COF decreased 93.75%/93.25% (SiO2 1.25%/CuO 0.5%) vs coconut oil,High,CuO 0.5wt% reduces COF by 93.25% (text-confirmed); optimum COF; SiO2 20-30nm / CuO 30-40nm (Table1); manifest listed TiO2 but paper tested only SiO2+CuO,folder-PDF,,35.0,0.5,40.0,0.04,0.0027,93.25,0.3379,0.2503,25.92,wt%,0,1,0,0,0,0,0,0,1,0,0,1,1,0,35.0
D068,[32],Cortes & Ortega 2019 Lubricants,10.3390/lubricants7090076,Metal-Oxide,CuO,35.0,Vegetable-Bio,coconut oil,0.75,40.0,custom block-on-ring (COF) + crossed-cylinder (wear),"COF: block-on-ring 40N ~106MPa; wear: crossed-cylinder 25N ~1.4GPa EP; 25C, 300rpm, 1800s",0.04,0.0163,59.25,wear-volume,0.3379,0.3004,11.1,mm3,Fig 10 (data labels),Fig 11 (data labels),wear volume loss lowered 37%/33% (SiO2/CuO); COF decreased 93.75%/93.25% (SiO2 1.25%/CuO 0.5%) vs coconut oil,Med,value from Fig 10/11 data labels; SiO2 20-30nm / CuO 30-40nm (Table1); manifest listed TiO2 but paper tested only SiO2+CuO,folder-PDF,,35.0,0.75,40.0,0.04,0.0163,59.25,0.3379,0.3004,11.1,wt%,0,1,0,0,0,0,0,0,1,0,0,1,1,0,35.0
D069,[32],Cortes & Ortega 2019 Lubricants,10.3390/lubricants7090076,Metal-Oxide,CuO,35.0,Vegetable-Bio,coconut oil,1.0,40.0,custom block-on-ring (COF) + crossed-cylinder (wear),"COF: block-on-ring 40N ~106MPa; wear: crossed-cylinder 25N ~1.4GPa EP; 25C, 300rpm, 1800s",0.04,0.0055,86.25,wear-volume,0.3379,0.2253,33.32,mm3,Fig 10 (data labels),Fig 11 (data labels),wear volume loss lowered 37%/33% (SiO2/CuO); COF decreased 93.75%/93.25% (SiO2 1.25%/CuO 0.5%) vs coconut oil,High,CuO 1.0wt% reduces COF 86.25% & wear 33.32% (text-confirmed); CuO wear-optimum; SiO2 20-30nm / CuO 30-40nm (Table1); manifest listed TiO2 but paper tested only SiO2+CuO,folder-PDF,,35.0,1.0,40.0,0.04,0.0055,86.25,0.3379,0.2253,33.32,wt%,0,1,0,0,0,0,0,0,1,0,0,1,1,0,35.0
D070,[32],Cortes & Ortega 2019 Lubricants,10.3390/lubricants7090076,Metal-Oxide,CuO,35.0,Vegetable-Bio,coconut oil,1.25,40.0,custom block-on-ring (COF) + crossed-cylinder (wear),"COF: block-on-ring 40N ~106MPa; wear: crossed-cylinder 25N ~1.4GPa EP; 25C, 300rpm, 1800s",0.04,0.0341,14.75,wear-volume,0.3379,0.2503,25.92,mm3,Fig 10 (data labels),Fig 11 (data labels),wear volume loss lowered 37%/33% (SiO2/CuO); COF decreased 93.75%/93.25% (SiO2 1.25%/CuO 0.5%) vs coconut oil,Med,value from Fig 10/11 data labels; SiO2 20-30nm / CuO 30-40nm (Table1); manifest listed TiO2 but paper tested only SiO2+CuO,folder-PDF,,35.0,1.25,40.0,0.04,0.0341,14.75,0.3379,0.2503,25.92,wt%,0,1,0,0,0,0,0,0,1,0,0,1,1,0,35.0
D071,[33],Eswaraiah 2011 ACSAMI,10.1021/am200851z,Carbon,"graphene (solar-exfoliated, 1-2 nm thick)",1.5,Mineral,commercial engine oil,0.0125,392.0,four-ball (Magnum),"392 N, 600 rpm, 60 min, 75C (ASTM D5183)",0.1,0.08,20.0,WSD,0.512,0.41,19.92,mm,Fig 5a,Fig 5b,"For 0.025 mg/mL of graphene in engine oil, FC and WSD were reduced by 80 and 33%, respectively",Med,"concentration in mg/mL (no wt% basis given); graphene ~1-2nm thick; base COF~0.1, base WSD 0.512mm; nano-oil 1; from Fig 5a/5b",folder-PDF,,1.5,0.0125,392.0,0.1,0.08,20.0,0.512,0.41,19.92,mg/mL,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1.5
D072,[33],Eswaraiah 2011 ACSAMI,10.1021/am200851z,Carbon,"graphene (solar-exfoliated, 1-2 nm thick)",1.5,Mineral,commercial engine oil,0.025,392.0,four-ball (Magnum),"392 N, 600 rpm, 60 min, 75C (ASTM D5183)",0.1,0.02,80.0,WSD,0.512,0.343,33.01,mm,Abstract/text,p.4224 text,"For 0.025 mg/mL of graphene in engine oil, FC and WSD were reduced by 80 and 33%, respectively",High,"concentration in mg/mL (no wt% basis given); graphene ~1-2nm thick; base COF~0.1, base WSD 0.512mm; optimum (nano-oil 2); FC & WSD reduced 80% & 33% (text); load-carrying 550->935 N",folder-PDF,,1.5,0.025,392.0,0.1,0.02,80.0,0.512,0.343,33.01,mg/mL,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1.5
D073,[33],Eswaraiah 2011 ACSAMI,10.1021/am200851z,Carbon,"graphene (solar-exfoliated, 1-2 nm thick)",1.5,Mineral,commercial engine oil,0.0375,392.0,four-ball (Magnum),"392 N, 600 rpm, 60 min, 75C (ASTM D5183)",0.1,0.063,37.0,WSD,0.512,0.44,14.06,mm,Fig 5a,Fig 5b,"For 0.025 mg/mL of graphene in engine oil, FC and WSD were reduced by 80 and 33%, respectively",Med,"concentration in mg/mL (no wt% basis given); graphene ~1-2nm thick; base COF~0.1, base WSD 0.512mm; past optimum; from Fig 5",folder-PDF,,1.5,0.0375,392.0,0.1,0.063,37.0,0.512,0.44,14.06,mg/mL,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1.5
D074,[33],Eswaraiah 2011 ACSAMI,10.1021/am200851z,Carbon,"graphene (solar-exfoliated, 1-2 nm thick)",1.5,Mineral,commercial engine oil,0.0625,392.0,four-ball (Magnum),"392 N, 600 rpm, 60 min, 75C (ASTM D5183)",0.1,0.074,26.0,WSD,0.512,0.545,-6.45,mm,Fig 5a,Fig 5b,"For 0.025 mg/mL of graphene in engine oil, FC and WSD were reduced by 80 and 33%, respectively",Med,"concentration in mg/mL (no wt% basis given); graphene ~1-2nm thick; base COF~0.1, base WSD 0.512mm; WSD exceeded base oil (worsened); from Fig 5",folder-PDF,,1.5,0.0625,392.0,0.1,0.074,26.0,0.512,0.545,-6.45,mg/mL,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1.5
D075,[35],Zhang 2013 RSC Adv,10.1039/c3ra42478b,Metal,Cu NP,20.0,Mineral,liquid paraffin,1.5,19.6,UMT-2 ball-on-disc,"19.6 N, 0.025 m/s, 10 min; 440C steel ball vs 45# steel disc; span-80 dispersant",0.17,0.135,20.59,WSD,0.6,0.29,51.67,mm,Fig 6a,Table 1,oil mixed with 1.5 wt% Cu NPs (S2) ... WSD 0.29 mm at 19.6 N (base 0.60 mm),Med,"WSD High (Table 1); COF Med (Fig 6a, base~0.17)",folder-PDF,,20.0,1.5,19.6,0.17,0.135,20.59,0.6,0.29,51.67,wt%,1,0,0,0,0,1,0,0,0,0,0,1,1,0,20.0
D076,[35],Zhang 2013 RSC Adv,10.1039/c3ra42478b,Hybrid,RGO + Cu NP physical mixture (1:1),20.0,Mineral,liquid paraffin,1.5,19.6,UMT-2 ball-on-disc,"19.6 N, 0.025 m/s, 10 min; 440C steel ball vs 45# steel disc; span-80 dispersant",0.17,0.12,29.41,WSD,0.6,0.2,66.67,mm,Fig 6a,Table 1,oil mixed with 1.5 wt% the mixture of RGO and Cu NPs (S3) ... WSD 0.20 mm at 19.6 N,Med,physical mixture of RGO+Cu (not composite); WSD High (Table 1); COF Med (Fig 6a),folder-PDF,,20.0,1.5,19.6,0.17,0.12,29.41,0.6,0.2,66.67,wt%,0,0,0,0,1,1,0,0,0,0,0,1,1,0,20.0
D077,[35],Zhang 2013 RSC Adv,10.1039/c3ra42478b,Hybrid,RGO-Cu NP composite (Cu ~20nm on RGO),20.0,Mineral,liquid paraffin,1.5,19.6,UMT-2 ball-on-disc,"19.6 N, 0.025 m/s, 10 min; 440C steel ball vs 45# steel disc; span-80 dispersant",0.17,0.103,39.41,WSD,0.6,0.13,78.33,mm,Fig 6a,Table 1,lubricated by S4 (1.5wt% RGO-Cu NP composites) appears to have smaller WSD (0.13 mm at 19.6N) under different loads,Med,"paper's star additive (best); WSD at higher loads (Table1): 29.4N=0.27,49N=0.38,98N=0.53 mm; dRa 0.016 (lowest); WSD High(Table1), COF Med(Fig6a)",folder-PDF,,20.0,1.5,19.6,0.17,0.103,39.41,0.6,0.13,78.33,wt%,0,0,0,0,1,1,0,0,0,0,0,1,1,0,20.0
D078,[37],Pourpasha 2021 Sci Rep,10.1038/s41598-021-90625-5,Carbon,"MWCNT (5-16.1nm dia, 5-10um length)",10.5,Mineral,turbine meter oil (Shell),0.4,7.0,pin-on-ball-bearing wear tester,"7 N, 200 rpm, 4 h; copper pins; two-step synthesis",,,,wear-depth,134.6,15.8,88.26,micron,,Fig 18 / p.13 text,"least abrasion ... 0.4 wt.% MWCNTs ... wear depth of 15.8 um, compared to pure lubricant, bettered by 88.26%",High,"MWCNT best; Triton x100 surfactant (1:3); no sliding-COF reported (paper 'friction coefficient' = pipe-flow factor, which ROSE up to 9.36% with NPs); pure oil 134.6um",folder-PDF,,10.5,0.4,7.0,,,,134.6,15.8,88.26,wt%,0,0,1,0,0,1,0,0,0,0,0,0,1,0,10.5
D079,[37],Pourpasha 2021 Sci Rep,10.1038/s41598-021-90625-5,Metal-Oxide,TiO2 (7.9-13.9nm),11.0,Mineral,turbine meter oil (Shell),0.1,7.0,pin-on-ball-bearing wear tester,"7 N, 200 rpm, 4 h; copper pins; two-step synthesis",,,,wear-depth,134.6,38.45,71.43,micron,,Fig 18 / p.13 text,"least abrasion ... 0.1 wt.% TiO2 ... wear depth of 38.45 um, compared to pure lubricant, was bettered by 71.43%",High,"TiO2 best (optimum 0.1%); oleic acid surfactant (1:2); TiO2 data from companion paper [42], reproduced in Fig 18; pipe-flow friction factor rose ~6% with NPs",folder-PDF,,11.0,0.1,7.0,,,,134.6,38.45,71.43,wt%,0,1,0,0,0,1,0,0,0,0,0,0,1,0,11.0
D080,[37],Pourpasha 2021 Sci Rep,10.1038/s41598-021-90625-5,Carbon,MWCNT (5-16.1nm dia),10.5,Mineral,turbine meter oil (Shell),0.1,7.0,pin-on-ball-bearing wear tester,"7 N, 200 rpm, 4 h; copper pins; two-step synthesis",,,,wear-depth,134.6,24.0,82.17,micron,,Fig 18 / p.13 text,By increasing MWCNTs nano additives to the base oil cause to decline in the wear depth of copper pins,Med,wear-depth read from Fig 18 bar (~24um); MWCNT effective even at low conc; pure 134.6um,folder-PDF,,10.5,0.1,7.0,,,,134.6,24.0,82.17,wt%,0,0,1,0,0,1,0,0,0,0,0,0,1,0,10.5
D081,[37],Pourpasha 2021 Sci Rep,10.1038/s41598-021-90625-5,Metal-Oxide,TiO2 (7.9-13.9nm),11.0,Mineral,turbine meter oil (Shell),0.3,7.0,pin-on-ball-bearing wear tester,"7 N, 200 rpm, 4 h; copper pins; two-step synthesis",,,,wear-depth,134.6,111.0,17.53,micron,,Fig 18 / p.13 text,the highest wear depth when using pure oil is 134.6 um,Med,wear-depth read from Fig 18 bar (~111um); TiO2 anti-wear DEGRADES at high conc (0.3-0.4%); pure 134.6um,folder-PDF,,11.0,0.3,7.0,,,,134.6,111.0,17.53,wt%,0,1,0,0,0,1,0,0,0,0,0,0,1,0,11.0
D082,[39],Reyes 2016 Tribol Lett,10.1007/s11249-016-0778-4,Carbon,hexagonal boron nitride nanoplatelet (h-BNNP),52.5,Vegetable-Bio,olive oil,0.5,20.0,ball-on-disk (NANOVEA),Al2O3 ball (3mm) vs AISI 1020 steel; 0.016 m/s; 10 min,0.176,0.028,84.09,,,,,,p.4 text (Fig 4),,olive oil with BNNP (COF = 0.028) at 20 N loads; COF decreased up to 84 %,High,"conc 0.5 vol% (not wt%); nano_cof=min of reported range=0.5vol% (COF falls as conc rises); BNNP thickness 40-65nm, lateral 100nm-3um; class=Other (h-BN nitride, no standard class-FLAG); motor oil COF 0.189@20N; olive wear-coeff k reduced up to 25% at 0.25vol%",folder-PDF,h-BN 2D-layered ceramic -> mapped to Carbon (solid-lubricant grouping),52.5,0.5,20.0,0.176,0.028,84.09,,,,vol%,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52.5
D083,[39],Reyes 2016 Tribol Lett,10.1007/s11249-016-0778-4,Carbon,hexagonal boron nitride nanoplatelet (h-BNNP),52.5,Vegetable-Bio,olive oil,0.25,10.0,ball-on-disk (NANOVEA),Al2O3 ball (3mm) vs AISI 1020 steel; 0.016 m/s; 10 min,,,,wear-rate,1.87e-07,1.4e-07,25.0,m3/Nm,p.4 text (Fig 4),p.5 text (Fig 7),rate in which volume is being removed decreases as BNNP concentration increases with a maximum decrease of 25 % for 0.25 vol%,High,conc 0.25 vol% (not wt%); coefficient of wear k (Archard); baseline k inferred from stated 25% decrease; k rises again at 0.5vol% (1.75e-7@10N); class=Other (h-BN)-FLAG; COF at this pt within 0.032-0.083 range,folder-PDF,h-BN 2D-layered ceramic -> mapped to Carbon (solid-lubricant grouping),52.5,0.25,10.0,,,,1.87,1.4,25.0,vol%,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52.5
D084,[39],Reyes 2016 Tribol Lett,10.1007/s11249-016-0778-4,Carbon,hexagonal boron nitride nanoplatelet (h-BNNP),52.5,Vegetable-Bio,almond oil,0.5,20.0,ball-on-disk (NANOVEA),Al2O3 ball (3mm) vs AISI 1020 steel; 0.016 m/s; 10 min,0.187,0.1,46.52,,,,,,p.4 text (Fig 4),,synthetic motor lubricant shows higher COF (0.189) ... almond oil with BNNP (COF = 0.100) ... at 20 N,High,conc 0.5 vol%; nano_cof=min of range (0.5vol%); wear-coeff k not computed for almond (polymerized oil layer on substrate); class=Other (h-BN)-FLAG; motor oil COF 0.189@20N,folder-PDF,h-BN 2D-layered ceramic -> mapped to Carbon (solid-lubricant grouping),52.5,0.5,20.0,0.187,0.1,46.52,,,,vol%,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52.5
D085,[39],Reyes 2016 Tribol Lett,10.1007/s11249-016-0778-4,Carbon,hexagonal boron nitride nanoplatelet (h-BNNP),52.5,Vegetable-Bio,almond oil,0.5,10.0,ball-on-disk (NANOVEA),Al2O3 ball (3mm) vs AISI 1020 steel; 0.016 m/s; 10 min,0.168,0.068,59.52,,,,,,p.4 text (Fig 4),,almond oil COF 0.168 (10 N pure) -> 0.068 to 0.142 with BNNP additive,Med,conc 0.5 vol%; nano_cof=0.068=min of reported 10N range (assigned to 0.5vol% per monotonic trend); class=Other (h-BN)-FLAG,folder-PDF,h-BN 2D-layered ceramic -> mapped to Carbon (solid-lubricant grouping),52.5,0.5,10.0,0.168,0.068,59.52,,,,vol%,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52.5
D086,[40],Wan 2014 J Nanopart Res,10.1007/s11051-014-2386-2,Metal-Sulfide,MoS2 platelet,50.0,Mineral,SE 15W-40 engine oil,1.0,1500.0,MSG-10G disc-on-disc (No.45 steel),"1500 N, 500 rpm, 180 s, disc-on-disc",,,,wear-depth,2.0,1.0,50.0,um,,Fig 6/p.6 text,surface roughness is further reduced to <1 um after testing with M1,Low,"Optimum/critical conc ~1 wt% (M1). No numeric COF reported; Fig4a shows M1 COF lower than base oil after ~80s (qualitative). Wear=3D surface ridge height (base oil ~2um -> M1 <1um), approximate/figure-derived, nano_wear noted as <1um. Paper mainly rheological. Also tested 0.1/0.5/2.0/5.0 wt%.",folder-PDF,,50.0,1.0,1500.0,,,,2.0,1.0,50.0,wt%,0,0,0,1,0,1,0,0,0,0,0,0,1,0,50.0
D087,[40],Wan 2014 J Nanopart Res,10.1007/s11051-014-2386-2,Metal-Sulfide,MoS2 platelet,50.0,Mineral,SE 15W-40 engine oil,2.0,1500.0,MSG-10G disc-on-disc (No.45 steel),"1500 N, 500 rpm, 180 s, disc-on-disc",,,,wear-depth,2.0,1.0,50.0,um,,p.6 text,linear roughness of the tested surfaces with M1 and M2 are similar,Low,"Group-3 effective conc (M2). No numeric COF (Fig4a qualitative, lower than base oil after ~80s). Roughness stated similar to M1 (ridge ~1um vs base oil ~2um); nano_wear approximate.",folder-PDF,,50.0,2.0,1500.0,,,,2.0,1.0,50.0,wt%,0,0,0,1,0,1,0,0,0,0,0,0,1,0,50.0
D088,[41],Rabaso 2014 Wear,10.1016/j.wear.2014.09.001,Metal-Sulfide,IF-MoS2,150.0,PAO,PAO4+PAO40 blend,1.0,10.0,"HFRR ball-on-flat, AISI 52100","10 N, 1.4 GPa max, 1 mm stroke, 10 Hz, 144000 cycles, 80 C",0.2,0.06,70.0,wear-volume,3012.0,79.0,97.4,10^3 um^3,Abstract/Concl/p.164,Table 3,reducing friction by approximately 70%...maximum friction reduction (from 0.20 to 0.06),High,"SpC IF-MoS2 (150 nm, small poorly-crystalline) - most efficient/durable; COF~0.06 held through 144000 cycles. Max wear depth 13.6->1.2 um. All 4 IF-MoS2 types reached ~0.06 COF (~70%).",folder-PDF,,150.0,1.0,10.0,0.2,0.06,70.0,3012.0,79.0,97.4,wt%,0,0,0,1,0,0,1,0,0,0,0,1,1,0,150.0
D089,[41],Rabaso 2014 Wear,10.1016/j.wear.2014.09.001,Metal-Sulfide,IF-MoS2,350.0,PAO,PAO4+PAO40 blend,1.0,10.0,"HFRR ball-on-flat, AISI 52100","10 N, 1.4 GPa max, 1 mm stroke, 10 Hz, 144000 cycles, 80 C",0.2,0.06,70.0,wear-volume,3012.0,93.0,96.9,10^3 um^3,Abstract/Concl/p.164,Table 3,reducing friction by approximately 70%...maximum friction reduction (from 0.20 to 0.06),High,"LpC IF-MoS2 (350 nm, large poorly-crystalline) - durable, held COF through 144000 cycles. Max wear depth 13.6->1.6 um. Crystalline LC/SC only effective to ~85000 cycles then COF rose to base value. Bulk h-MoS2 gave COF 0.09.",folder-PDF,,350.0,1.0,10.0,0.2,0.06,70.0,3012.0,93.0,96.9,wt%,0,0,0,1,0,0,1,0,0,0,0,1,1,0,350.0
D090,[42],Rajendhran 2018 Tribol Int,10.1016/j.triboint.2018.03.030,Hybrid,Ni-MoS2 nanosheets (Ni-promoted MoS2),,Mineral,SAE 75W gear oil,0.5,392.4,"four-ball (TR30L Ducom), AISI E-52100 balls 12.7mm 65HRC","392.4 N, 1200 rpm, 75 C, 60 min, ASTM D4172",0.102,0.08,21.6,WSD,0.843,0.492,41.6,mm,Table 3,Table 3,Table 3: gear oil COF 0.102 WSD 0.843 mm; LUB-3 Ni-MoS2 COF 0.080 WSD 0.492 mm,High,Ni-promoted ultrathin MoS2 nanosheets (0.1g NiCl2 per 1g MoS2); classified Hybrid (Ni+MoS2). No lateral nm size given (few-layer nanosheets). Also 0.5 wt% micro-MoS2 (LUB-1: COF 0.089/WSD 0.579) & MoS2 nanosheets (LUB-2: 0.088/0.526). Weld load 200 vs 160 kg; FTP 108 vs 51.,folder-PDF,,,0.5,392.4,0.102,0.08,21.6,0.843,0.492,41.6,wt%,0,0,0,0,1,1,0,0,0,0,0,1,1,1,50.0
D091,[43],Zhang 2007 Mater Sci Eng A,10.1016/j.msea.2006.11.072,Metal-Sulfide,WS2 nanorods,12.5,Mineral,base oil (unspecified mineral),2.0,245.0,"MMW-1 four-ball, GCr15 balls 12.7mm 61HRC","245 N, 1200 rpm, 30 min",,,,WSD,0.623,0.409,34.3,mm,,Table 1,WSD (245 N): base oil 0.623 mm vs WS2 nanorods 0.409 mm (Table 1),High,"WS2 nanorods (diam 10-15 nm, length 0.1-2 um; size=mean diam) 2.0 wt% at 245 N. Also 170 N (0.527->0.385, 27%) & 320 N (0.689->0.508, 26%). COF only in Fig 6 (nanorods lower & more stable than base oil/2H-WS2), not numeric. 2H-WS2 micro comparison WSD 0.515 at 245N.",folder-PDF,,12.5,2.0,245.0,,,,0.623,0.409,34.3,wt%,0,0,0,1,0,1,0,0,0,0,0,0,1,0,12.5
D092,[44],Zhou 2017 Appl Surf Sci,10.1016/j.apsusc.2017.02.182,Metal-Sulfide,FeS,110.0,Mineral,API SL/CF 10W-40 engine oil,2.0,150.0,"pin-on-disc MM-W1, T10 steel disc 60HRC / 20CrMnTi","150 N, 150 rpm, 20 min",0.13,0.024,81.5,,,,,,p.23/Fig6 text,,average friction coefficient decreases from 0.13 to 0.024...at the load of 150 N,High,"Biosynthesized FeS (20-200 nm, size=mean). Conc=2 g FeS/100 mL engine oil (paper '2%', ~2 wt%). At 50 N: COF 0.08->0.018 (77.5%). No quantitative wear metric reported (worn surface SEM only, qualitatively smoother).",folder-PDF,,110.0,2.0,150.0,0.13,0.024,81.5,,,,wt%,0,0,0,1,0,1,0,0,0,0,0,1,0,0,110.0
D093,[45],Chang 2015 J Comput Theor Nanosci,10.1166/jctn.2015.3816,Metal,Bi,40.0,Mineral,SAE-30 (mineral),0.1,24.5,"pin-on-disk (ASTM G99), AISI 52100 pin 10mm 63HRC, 2024-T3 Al","2.5 kgf (24.5 N), 500 rpm, 1800 s, 20 C",0.0357,0.0111,68.9,WSD,0.6587,0.4045,38.6,mm,Abstract/Fig5,Abstract/Fig6,"For Bi nanoparticles at 0.1 wt%, the coefficient of friction and wear scar diameter are reduced by 68.9% and 38.6%",High,Optimum Bi conc (0.1 wt%) at 2.5 kgf=24.5 N. Bi avg 40 nm. Bi tested 0.05-1.0 wt%; >0.15 wt% worsens.,folder-PDF,,40.0,0.1,24.5,0.0357,0.0111,68.9,0.6587,0.4045,38.6,wt%,1,0,0,0,0,1,0,0,0,0,0,1,1,0,40.0
D094,[45],Chang 2015 J Comput Theor Nanosci,10.1166/jctn.2015.3816,Hybrid,Bi/Cu,40.0,Mineral,SAE-30 (mineral),0.1,24.5,"pin-on-disk (ASTM G99), AISI 52100 pin 10mm 63HRC, 2024-T3 Al","2.5 kgf (24.5 N), 500 rpm, 1800 s, 20 C",0.0357,0.0103,71.0,WSD,0.6587,,50.95,mm,Abstract/Fig12,Abstract/Fig13,"For Bi/Cu at 0.02 wt%Bi+0.08 wt%Cu, the coefficient of friction and wear scar diameter are reduced by 71% and 50.95%",High,"Optimum Bi/Cu ratio 0.02Bi+0.08Cu (total 0.1 wt%). nano_cof 0.0103 (stated lowest). Nano WSD not cleanly extractable from Fig13 bars (implied ~0.323 mm from stated 50.95%). Other ratios 0.05Bi+0.05Cu, 0.08Bi+0.02Cu also tested; Cu-only 0.1 wt% ~48% COF.",folder-PDF,,40.0,0.1,24.5,0.0357,0.0103,71.0,0.6587,,50.95,wt%,0,0,0,0,1,1,0,0,0,0,0,1,1,0,40.0
D095,[45],Chang 2015 J Comput Theor Nanosci,10.1166/jctn.2015.3816,Metal,Bi,40.0,Mineral,SAE-30 (mineral),0.1,196.0,"pin-on-disk (ASTM G99), AISI 52100 pin 10mm 63HRC, 2024-T3 Al","20 kgf (196 N), 500 rpm, 1800 s, 20 C",,,37.1,WSD,,,22.29,mm,p.855/Concl,p.855/Concl,"for an applied load of 20 kgf, the Bi nanolubricant reduces the coefficient of friction and wear scar diameter by 37.1% and 22.29%",High,"Load-effect row: Bi 0.1 wt% at 20 kgf=196 N. At 10 kgf=98 N: COF -49.4%, WSD -30.1%. Only % reductions stated at these loads (absolutes in Fig 9/10).",folder-PDF,,40.0,0.1,196.0,,,37.1,,,22.29,wt%,1,0,0,0,0,1,0,0,0,0,0,1,1,0,40.0
